location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,people_with_booster_per_hundred
Poland,2021-10-29,0-4,0.0,0.0,0.0
Poland,2021-10-29,10-14,20.96,19.14,0.0
Poland,2021-10-29,15-17,45.34,43.38,0.01
Poland,2021-10-29,18-24,49.66,48.4,0.62
Poland,2021-10-29,25-49,55.18,54.21,0.94
Poland,2021-10-29,5-9,0.0,0.0,0.0
Poland,2021-10-29,50-59,65.07,64.32,2.46
Poland,2021-10-29,60-69,72.93,72.38,2.12
Poland,2021-10-29,70-79,84.32,84.46,14.13
Poland,2021-10-29,80+,64.65,64.21,17.62
Poland,2021-11-05,0-4,0.0,0.0,0.0
Poland,2021-11-05,10-14,21.31,19.45,0.0
Poland,2021-11-05,15-17,45.86,43.79,0.01
Poland,2021-11-05,18-24,50.09,48.77,0.75
Poland,2021-11-05,25-49,55.58,54.55,1.24
Poland,2021-11-05,5-9,0.0,0.0,0.0
Poland,2021-11-05,50-59,65.32,64.53,2.93
Poland,2021-11-05,60-69,73.07,72.51,2.64
Poland,2021-11-05,70-79,84.43,84.55,18.2
Poland,2021-11-05,80+,64.74,64.28,20.24
Poland,2021-11-12,0-4,0.0,0.0,0.0
Poland,2021-11-12,10-14,21.74,19.69,0.0
Poland,2021-11-12,15-17,46.5,44.14,0.01
Poland,2021-11-12,18-24,50.59,49.16,0.87
Poland,2021-11-12,25-49,56.02,54.87,1.55
Poland,2021-11-12,5-9,0.0,0.0,0.0
Poland,2021-11-12,50-59,65.59,64.72,3.55
Poland,2021-11-12,60-69,73.23,72.62,3.44
Poland,2021-11-12,70-79,84.55,84.64,22.23
Poland,2021-11-12,80+,64.84,64.35,22.73
Poland,2021-11-19,0-4,0.0,0.0,0.0
Poland,2021-11-19,10-14,22.28,20.04,0.0
Poland,2021-11-19,15-17,47.31,44.66,0.01
Poland,2021-11-19,18-24,51.21,49.67,1.0
Poland,2021-11-19,25-49,56.59,55.32,2.04
Poland,2021-11-19,5-9,0.0,0.0,0.0
Poland,2021-11-19,50-59,65.93,65.0,4.93
Poland,2021-11-19,60-69,73.44,72.79,5.35
Poland,2021-11-19,70-79,84.71,84.75,28.46
Poland,2021-11-19,80+,64.96,64.44,26.09
Poland,2021-11-26,0-4,0.0,0.0,0.0
Poland,2021-11-26,10-14,22.91,20.38,0.0
Poland,2021-11-26,15-17,48.26,45.16,0.01
Poland,2021-11-26,18-24,51.96,50.23,1.2
Poland,2021-11-26,25-49,57.32,55.85,2.74
Poland,2021-11-26,5-9,0.0,0.0,0.0
Poland,2021-11-26,50-59,66.36,65.3,7.73
Poland,2021-11-26,60-69,73.69,72.95,9.8
Poland,2021-11-26,70-79,84.89,84.85,35.89
Poland,2021-11-26,80+,65.12,64.53,29.73
Poland,2021-12-03,0-4,0.0,0.0,0.0
Poland,2021-12-03,10-14,23.58,20.76,0.0
Poland,2021-12-03,15-17,49.24,45.77,0.02
Poland,2021-12-03,18-24,52.76,50.83,1.5
Poland,2021-12-03,25-49,58.0,56.36,3.82
Poland,2021-12-03,5-9,0.0,0.0,0.0
Poland,2021-12-03,50-59,66.77,65.61,12.45
Poland,2021-12-03,60-69,73.94,73.12,17.75
Poland,2021-12-03,70-79,85.07,84.97,43.46
Poland,2021-12-03,80+,65.27,64.62,33.21
Poland,2021-12-10,0-4,0.0,0.0,0.0
Poland,2021-12-10,10-14,24.3,21.23,0.0
Poland,2021-12-10,15-17,50.24,46.49,0.02
Poland,2021-12-10,18-24,53.55,51.45,1.89
Poland,2021-12-10,25-49,58.64,56.88,5.32
Poland,2021-12-10,5-9,0.01,0.0,0.0
Poland,2021-12-10,50-59,67.16,65.92,17.14
Poland,2021-12-10,60-69,74.19,73.31,25.7
Poland,2021-12-10,70-79,85.26,85.11,50.07
Poland,2021-12-10,80+,65.42,64.72,36.49
Poland,2021-12-17,0-4,0.0,0.0,0.0
Poland,2021-12-17,10-14,26.43,21.8,0.0
Poland,2021-12-17,15-17,51.11,47.35,0.03
Poland,2021-12-17,18-24,54.21,52.07,2.57
Poland,2021-12-17,25-49,59.14,57.4,7.38
Poland,2021-12-17,5-9,2.24,0.0,0.0
Poland,2021-12-17,50-59,67.47,66.24,21.05
Poland,2021-12-17,60-69,74.4,73.52,31.93
Poland,2021-12-17,70-79,85.42,85.26,54.99
Poland,2021-12-17,80+,65.57,64.85,39.17
Poland,2021-12-24,0-4,0.0,0.0,0.0
Poland,2021-12-24,10-14,28.33,22.17,0.0
Poland,2021-12-24,15-17,51.63,47.91,0.04
Poland,2021-12-24,18-24,54.57,52.46,3.37
Poland,2021-12-24,25-49,59.38,57.7,8.58
Poland,2021-12-24,5-9,4.49,0.0,0.0
Poland,2021-12-24,50-59,67.62,66.42,22.62
Poland,2021-12-24,60-69,74.49,73.63,34.0
Poland,2021-12-24,70-79,85.48,85.34,56.57
Poland,2021-12-24,80+,65.63,64.92,40.11
Poland,2021-12-31,0-4,0.0,0.0,0.0
Poland,2021-12-31,10-14,30.41,22.8,0.0
Poland,2021-12-31,15-17,52.13,48.78,0.05
Poland,2021-12-31,18-24,54.86,52.92,4.39
Poland,2021-12-31,25-49,59.62,58.12,10.28
Poland,2021-12-31,5-9,7.03,0.0,0.0
Poland,2021-12-31,50-59,67.77,66.7,24.92
Poland,2021-12-31,60-69,74.57,73.81,36.67
Poland,2021-12-31,70-79,85.54,85.48,58.4
Poland,2021-12-31,80+,65.69,65.04,41.18
Poland,2022-01-07,0-4,0.0,0.0,0.0
Poland,2022-01-07,10-14,32.68,24.65,0.01
Poland,2022-01-07,15-17,52.77,49.93,0.08
Poland,2022-01-07,18-24,55.28,53.57,6.24
Poland,2022-01-07,25-49,59.91,58.62,12.98
Poland,2022-01-07,5-9,9.93,1.46,0.0
Poland,2022-01-07,50-59,67.95,67.02,28.06
Poland,2022-01-07,60-69,74.69,74.02,40.26
Poland,2022-01-07,70-79,85.62,85.63,60.86
Poland,2022-01-07,80+,65.76,65.18,42.53
Poland,2022-01-14,0-4,0.0,0.0,0.0
Poland,2022-01-14,10-14,34.81,26.96,0.01
Poland,2022-01-14,15-17,53.43,50.74,0.12
Poland,2022-01-14,18-24,55.71,54.06,8.02
Poland,2022-01-14,25-49,60.23,58.98,15.93
Poland,2022-01-14,5-9,12.51,3.86,0.0
Poland,2022-01-14,50-59,68.16,67.24,31.64
Poland,2022-01-14,60-69,74.83,74.17,44.65
Poland,2022-01-14,70-79,85.74,85.74,64.16
Poland,2022-01-14,80+,65.88,65.28,44.48
Poland,2022-01-21,0-4,0.0,0.0,0.0
Poland,2022-01-21,10-14,36.34,28.62,0.02
Poland,2022-01-21,15-17,53.99,51.26,0.15
Poland,2022-01-21,18-24,56.11,54.4,9.74
Poland,2022-01-21,25-49,60.51,59.23,18.47
Poland,2022-01-21,5-9,14.3,5.73,0.0
Poland,2022-01-21,50-59,68.35,67.39,34.62
Poland,2022-01-21,60-69,74.97,74.27,47.96
Poland,2022-01-21,70-79,85.85,85.82,66.74
Poland,2022-01-21,80+,65.99,65.35,46.12
Poland,2022-01-28,0-4,0.0,0.0,0.0
Poland,2022-01-28,10-14,37.51,30.33,0.41
Poland,2022-01-28,15-17,54.51,51.79,2.51
Poland,2022-01-28,18-24,56.45,54.71,11.22
Poland,2022-01-28,25-49,60.74,59.45,20.46
Poland,2022-01-28,5-9,15.65,7.76,0.0
Poland,2022-01-28,50-59,68.5,67.54,36.81
Poland,2022-01-28,60-69,75.08,74.36,50.27
Poland,2022-01-28,70-79,85.93,85.89,68.6
Poland,2022-01-28,80+,66.09,65.42,47.4
Poland,2022-02-04,0-4,0.0,0.0,0.0
Poland,2022-02-04,10-14,38.35,32.31,1.36
Poland,2022-02-04,15-17,54.91,52.42,5.11
Poland,2022-02-04,18-24,56.7,55.01,12.35
Poland,2022-02-04,25-49,60.89,59.67,21.71
Poland,2022-02-04,5-9,16.6,9.97,0.0
Poland,2022-02-04,50-59,68.6,67.69,38.1
Poland,2022-02-04,60-69,75.15,74.47,51.59
Poland,2022-02-04,70-79,85.99,85.98,69.72
Poland,2022-02-04,80+,66.15,65.5,48.2
Poland,2022-02-11,0-4,0.0,0.0,0.0
Poland,2022-02-11,10-14,38.99,33.91,2.02
Poland,2022-02-11,15-17,55.18,52.98,6.89
Poland,2022-02-11,18-24,56.89,55.3,13.33
Poland,2022-02-11,25-49,61.0,59.86,22.6
Poland,2022-02-11,5-9,17.28,11.71,0.0
Poland,2022-02-11,50-59,68.66,67.82,38.95
Poland,2022-02-11,60-69,75.19,74.58,52.43
Poland,2022-02-11,70-79,86.02,86.06,70.43
Poland,2022-02-11,80+,66.2,65.59,48.74
Poland,2022-02-18,0-4,0.0,0.0,0.0
Poland,2022-02-18,10-14,39.39,35.21,2.5
Poland,2022-02-18,15-17,55.36,53.48,8.17
Poland,2022-02-18,18-24,57.02,55.55,14.15
Poland,2022-02-18,25-49,61.07,60.03,23.26
Poland,2022-02-18,5-9,17.71,13.16,0.0
Poland,2022-02-18,50-59,68.71,67.94,39.53
Poland,2022-02-18,60-69,75.21,74.66,52.94
Poland,2022-02-18,70-79,86.04,86.13,70.88
Poland,2022-02-18,80+,66.23,65.67,49.08
Poland,2022-02-25,0-4,0.0,0.0,0.0
Poland,2022-02-25,10-14,39.57,35.82,2.67
Poland,2022-02-25,15-17,55.45,53.74,8.65
Poland,2022-02-25,18-24,57.1,55.69,14.59
Poland,2022-02-25,25-49,61.12,60.12,23.59
Poland,2022-02-25,5-9,17.9,13.83,0.0
Poland,2022-02-25,50-59,68.73,68.0,39.82
Poland,2022-02-25,60-69,75.23,74.71,53.19
Poland,2022-02-25,70-79,86.05,86.17,71.1
Poland,2022-02-25,80+,66.24,65.71,49.25
Portugal,2021-01-01,18-24,0.02,0.0,0.0
Portugal,2021-01-01,25-49,0.1,0.0,0.0
Portugal,2021-01-01,50-59,0.07,0.0,0.0
Portugal,2021-01-01,60-69,0.04,0.0,0.0
Portugal,2021-01-01,70-79,0.0,0.0,0.0
Portugal,2021-01-01,80+,0.0,0.0,0.0
Portugal,2021-01-08,10-14,0.0,0.0,0.0
Portugal,2021-01-08,15-17,0.0,0.0,0.0
Portugal,2021-01-08,18-24,0.42,0.0,0.0
Portugal,2021-01-08,25-49,1.56,0.0,0.0
Portugal,2021-01-08,50-59,1.12,0.0,0.0
Portugal,2021-01-08,60-69,0.61,0.0,0.0
Portugal,2021-01-08,70-79,0.12,0.0,0.0
Portugal,2021-01-08,80+,0.6,0.0,0.0
Portugal,2021-01-15,10-14,0.0,0.0,0.0
Portugal,2021-01-15,15-17,0.01,0.0,0.0
Portugal,2021-01-15,18-24,0.61,0.01,0.0
Portugal,2021-01-15,25-49,2.07,0.03,0.0
Portugal,2021-01-15,50-59,1.69,0.02,0.0
Portugal,2021-01-15,60-69,1.01,0.01,0.0
Portugal,2021-01-15,70-79,0.5,0.0,0.0
Portugal,2021-01-15,80+,2.75,0.0,0.0
Portugal,2021-01-22,10-14,0.0,0.0,0.0
Portugal,2021-01-22,15-17,0.03,0.0,0.0
Portugal,2021-01-22,18-24,1.11,0.16,0.0
Portugal,2021-01-22,25-49,3.2,0.68,0.0
Portugal,2021-01-22,50-59,3.04,0.45,0.0
Portugal,2021-01-22,60-69,1.91,0.24,0.0
Portugal,2021-01-22,70-79,1.52,0.02,0.0
Portugal,2021-01-22,80+,8.54,0.04,0.0
Portugal,2021-01-29,10-14,0.0,0.0,0.0
Portugal,2021-01-29,15-17,0.03,0.0,0.0
Portugal,2021-01-29,18-24,1.29,0.38,0.0
Portugal,2021-01-29,25-49,3.68,1.46,0.0
Portugal,2021-01-29,50-59,3.56,1.07,0.0
Portugal,2021-01-29,60-69,2.33,0.59,0.0
Portugal,2021-01-29,70-79,1.97,0.11,0.0
Portugal,2021-01-29,80+,9.64,0.54,0.0
Portugal,2021-02-05,15-17,0.04,0.0,0.0
Portugal,2021-02-05,18-24,1.42,0.5,0.0
Portugal,2021-02-05,25-49,3.98,1.84,0.0
Portugal,2021-02-05,50-59,3.84,1.51,0.0
Portugal,2021-02-05,60-69,2.54,0.91,0.0
Portugal,2021-02-05,70-79,2.16,0.39,0.0
Portugal,2021-02-05,80+,10.32,2.12,0.0
Portugal,2021-02-12,10-14,0.0,0.0,0.0
Portugal,2021-02-12,15-17,0.06,0.02,0.0
Portugal,2021-02-12,18-24,1.62,0.9,0.0
Portugal,2021-02-12,25-49,4.4,2.76,0.0
Portugal,2021-02-12,50-59,4.19,2.6,0.0
Portugal,2021-02-12,60-69,2.76,1.65,0.0
Portugal,2021-02-12,70-79,2.47,1.21,0.0
Portugal,2021-02-12,80+,12.52,6.81,0.0
Portugal,2021-02-19,0-4,0.0,0.0,0.0
Portugal,2021-02-19,10-14,0.0,0.0,0.0
Portugal,2021-02-19,15-17,0.07,0.03,0.0
Portugal,2021-02-19,18-24,1.92,1.12,0.0
Portugal,2021-02-19,25-49,5.07,3.33,0.0
Portugal,2021-02-19,50-59,5.08,3.23,0.0
Portugal,2021-02-19,60-69,3.87,2.13,0.0
Portugal,2021-02-19,70-79,2.77,1.7,0.0
Portugal,2021-02-19,80+,19.72,8.19,0.0
Portugal,2021-02-26,15-17,0.08,0.04,0.0
Portugal,2021-02-26,18-24,2.1,1.22,0.0
Portugal,2021-02-26,25-49,5.43,3.55,0.0
Portugal,2021-02-26,50-59,6.96,3.48,0.0
Portugal,2021-02-26,60-69,6.05,2.3,0.0
Portugal,2021-02-26,70-79,3.35,1.87,0.0
Portugal,2021-02-26,80+,34.92,8.97,0.0
Portugal,2021-03-05,15-17,0.08,0.05,0.0
Portugal,2021-03-05,18-24,2.22,1.35,0.0
Portugal,2021-03-05,25-49,5.67,3.85,0.0
Portugal,2021-03-05,50-59,8.17,3.78,0.0
Portugal,2021-03-05,60-69,7.44,2.52,0.0
Portugal,2021-03-05,70-79,4.18,2.16,0.0
Portugal,2021-03-05,80+,47.85,10.87,0.0
Portugal,2021-03-12,15-17,0.09,0.06,0.0
Portugal,2021-03-12,18-24,2.41,1.44,0.0
Portugal,2021-03-12,25-49,6.17,4.05,0.0
Portugal,2021-03-12,50-59,9.13,3.99,0.0
Portugal,2021-03-12,60-69,8.45,2.68,0.0
Portugal,2021-03-12,70-79,5.41,2.44,0.0
Portugal,2021-03-12,80+,53.81,16.41,0.0
Portugal,2021-03-19,15-17,0.09,0.06,0.0
Portugal,2021-03-19,18-24,2.45,1.49,0.0
Portugal,2021-03-19,25-49,6.32,4.15,0.0
Portugal,2021-03-19,50-59,9.36,4.11,0.0
Portugal,2021-03-19,60-69,8.78,2.88,0.0
Portugal,2021-03-19,70-79,7.04,2.96,0.0
Portugal,2021-03-19,80+,61.88,30.84,0.0
Portugal,2021-03-26,0-4,0.0,0.0,0.0
Portugal,2021-03-26,10-14,0.0,0.0,0.0
Portugal,2021-03-26,15-17,0.1,0.07,0.0
Portugal,2021-03-26,18-24,2.88,1.52,0.0
Portugal,2021-03-26,25-49,7.6,4.21,0.0
Portugal,2021-03-26,50-59,11.04,4.16,0.0
Portugal,2021-03-26,60-69,10.3,3.0,0.0
Portugal,2021-03-26,70-79,11.54,3.08,0.0
Portugal,2021-03-26,80+,80.33,33.36,0.0
Portugal,2021-04-02,15-17,0.11,0.07,0.0
Portugal,2021-04-02,18-24,2.97,1.53,0.0
Portugal,2021-04-02,25-49,7.75,4.26,0.0
Portugal,2021-04-02,50-59,11.38,4.2,0.0
Portugal,2021-04-02,60-69,11.96,3.15,0.0
Portugal,2021-04-02,70-79,18.73,3.7,0.0
Portugal,2021-04-02,80+,85.78,44.56,0.0
Portugal,2021-04-09,10-14,0.0,0.0,0.0
Portugal,2021-04-09,15-17,0.12,0.07,0.0
Portugal,2021-04-09,18-24,3.09,1.56,0.0
Portugal,2021-04-09,25-49,8.04,4.31,0.0
Portugal,2021-04-09,50-59,12.01,4.25,0.0
Portugal,2021-04-09,60-69,15.3,3.29,0.0
Portugal,2021-04-09,70-79,35.55,4.14,0.0
Portugal,2021-04-09,80+,90.29,51.38,0.0
Portugal,2021-04-16,0-4,0.0,0.0,0.0
Portugal,2021-04-16,10-14,0.0,0.0,0.0
Portugal,2021-04-16,15-17,0.13,0.08,0.0
Portugal,2021-04-16,18-24,3.65,1.58,0.0
Portugal,2021-04-16,25-49,10.71,4.34,0.0
Portugal,2021-04-16,50-59,16.23,4.29,0.0
Portugal,2021-04-16,60-69,21.03,3.38,0.0
Portugal,2021-04-16,70-79,54.52,4.46,0.0
Portugal,2021-04-16,80+,91.85,58.73,0.0
Portugal,2021-04-23,10-14,0.0,0.0,0.0
Portugal,2021-04-23,15-17,0.14,0.08,0.0
Portugal,2021-04-23,18-24,3.82,1.6,0.0
Portugal,2021-04-23,25-49,11.06,4.37,0.0
Portugal,2021-04-23,50-59,16.7,4.38,0.0
Portugal,2021-04-23,60-69,25.43,3.58,0.0
Portugal,2021-04-23,70-79,67.53,5.66,0.0
Portugal,2021-04-23,80+,93.1,77.02,0.0
Portugal,2021-04-30,10-14,0.0,0.0,0.0
Portugal,2021-04-30,15-17,0.16,0.09,0.0
Portugal,2021-04-30,18-24,4.18,1.63,0.0
Portugal,2021-04-30,25-49,11.41,4.42,0.0
Portugal,2021-04-30,50-59,17.39,4.51,0.0
Portugal,2021-04-30,60-69,37.99,4.42,0.0
Portugal,2021-04-30,70-79,83.39,9.47,0.0
Portugal,2021-04-30,80+,94.01,82.94,0.0
Portugal,2021-05-07,10-14,0.0,0.0,0.0
Portugal,2021-05-07,15-17,0.19,0.1,0.0
Portugal,2021-05-07,18-24,4.43,1.74,0.0
Portugal,2021-05-07,25-49,11.75,4.67,0.0
Portugal,2021-05-07,5-9,0.0,0.0,0.0
Portugal,2021-05-07,50-59,18.44,4.96,0.0
Portugal,2021-05-07,60-69,59.52,7.32,0.0
Portugal,2021-05-07,70-79,90.77,23.37,0.0
Portugal,2021-05-07,80+,94.8,87.67,0.0
Portugal,2021-05-14,10-14,0.01,0.0,0.0
Portugal,2021-05-14,15-17,0.24,0.11,0.0
Portugal,2021-05-14,18-24,4.74,2.45,0.0
Portugal,2021-05-14,25-49,12.54,7.68,0.0
Portugal,2021-05-14,50-59,21.49,9.82,0.0
Portugal,2021-05-14,60-69,74.68,11.96,0.0
Portugal,2021-05-14,70-79,94.31,29.37,0.0
Portugal,2021-05-14,80+,95.39,89.16,0.0
Portugal,2021-05-21,10-14,0.02,0.0,0.0
Portugal,2021-05-21,15-17,0.34,0.12,0.0
Portugal,2021-05-21,18-24,5.02,2.77,0.0
Portugal,2021-05-21,25-49,13.55,8.35,0.0
Portugal,2021-05-21,5-9,0.0,0.0,0.0
Portugal,2021-05-21,50-59,31.3,12.81,0.0
Portugal,2021-05-21,60-69,84.23,17.16,0.0
Portugal,2021-05-21,70-79,96.44,37.25,0.0
Portugal,2021-05-21,80+,96.17,90.42,0.0
Portugal,2021-05-28,0-4,0.0,0.0,0.0
Portugal,2021-05-28,10-14,0.03,0.0,0.0
Portugal,2021-05-28,15-17,0.42,0.14,0.0
Portugal,2021-05-28,18-24,5.34,3.21,0.0
Portugal,2021-05-28,25-49,14.38,8.92,0.0
Portugal,2021-05-28,50-59,43.46,17.07,0.0
Portugal,2021-05-28,60-69,88.38,27.73,0.0
Portugal,2021-05-28,70-79,97.92,47.71,0.0
Portugal,2021-05-28,80+,96.9,91.37,0.0
Portugal,2021-06-04,10-14,0.04,0.01,0.0
Portugal,2021-06-04,15-17,0.51,0.17,0.0
Portugal,2021-06-04,18-24,5.67,3.57,0.0
Portugal,2021-06-04,25-49,15.71,9.65,0.0
Portugal,2021-06-04,50-59,55.81,21.65,0.0
Portugal,2021-06-04,60-69,91.71,42.46,0.0
Portugal,2021-06-04,70-79,99.2,52.72,0.0
Portugal,2021-06-04,80+,97.45,92.31,0.0
Portugal,2021-06-11,10-14,0.04,0.02,0.0
Portugal,2021-06-11,15-17,0.64,0.22,0.0
Portugal,2021-06-11,18-24,6.07,3.95,0.0
Portugal,2021-06-11,25-49,19.65,10.63,0.0
Portugal,2021-06-11,50-59,70.32,26.02,0.0
Portugal,2021-06-11,60-69,93.83,51.34,0.0
Portugal,2021-06-11,70-79,100.2,56.07,0.0
Portugal,2021-06-11,80+,97.92,93.03,0.0
Portugal,2021-06-18,0-4,0.0,0.0,0.0
Portugal,2021-06-18,10-14,0.05,0.02,0.0
Portugal,2021-06-18,15-17,0.82,0.32,0.0
Portugal,2021-06-18,18-24,6.53,4.57,0.0
Portugal,2021-06-18,25-49,27.37,13.2,0.0
Portugal,2021-06-18,50-59,76.56,37.2,0.0
Portugal,2021-06-18,60-69,95.14,58.09,0.0
Portugal,2021-06-18,70-79,100.89,60.38,0.0
Portugal,2021-06-18,80+,98.35,93.75,0.0
Portugal,2021-06-25,10-14,0.06,0.03,0.0
Portugal,2021-06-25,15-17,0.94,0.4,0.0
Portugal,2021-06-25,18-24,7.01,4.97,0.0
Portugal,2021-06-25,25-49,36.31,14.91,0.0
Portugal,2021-06-25,5-9,0.0,0.0,0.0
Portugal,2021-06-25,50-59,82.81,47.5,0.0
Portugal,2021-06-25,60-69,96.4,62.67,0.0
Portugal,2021-06-25,70-79,101.57,67.57,0.0
Portugal,2021-06-25,80+,98.94,94.47,0.0
Portugal,2021-07-02,0-4,0.0,0.0,0.0
Portugal,2021-07-02,10-14,0.07,0.03,0.0
Portugal,2021-07-02,15-17,1.01,0.49,0.0
Portugal,2021-07-02,18-24,7.38,5.39,0.0
Portugal,2021-07-02,25-49,46.26,16.8,0.0
Portugal,2021-07-02,50-59,86.76,57.37,0.0
Portugal,2021-07-02,60-69,97.38,69.4,0.0
Portugal,2021-07-02,70-79,102.17,80.76,0.0
Portugal,2021-07-02,80+,99.49,95.28,0.0
Portugal,2021-07-09,10-14,0.07,0.03,0.0
Portugal,2021-07-09,15-17,1.15,0.7,0.0
Portugal,2021-07-09,18-24,9.16,6.07,0.0
Portugal,2021-07-09,25-49,58.13,21.25,0.0
Portugal,2021-07-09,50-59,89.59,69.86,0.0
Portugal,2021-07-09,60-69,98.23,81.4,0.0
Portugal,2021-07-09,70-79,102.69,93.31,0.0
Portugal,2021-07-09,80+,99.94,96.07,0.0
Portugal,2021-07-16,0-4,0.0,0.0,0.0
Portugal,2021-07-16,10-14,0.08,0.04,0.0
Portugal,2021-07-16,15-17,1.24,0.79,0.0
Portugal,2021-07-16,18-24,11.82,7.11,0.0
Portugal,2021-07-16,25-49,67.22,30.74,0.0
Portugal,2021-07-16,50-59,91.05,75.91,0.0
Portugal,2021-07-16,60-69,98.9,87.11,0.0
Portugal,2021-07-16,70-79,103.13,96.36,0.0
Portugal,2021-07-16,80+,100.32,96.6,0.0
Portugal,2021-07-23,10-14,0.09,0.05,0.0
Portugal,2021-07-23,15-17,1.32,0.88,0.0
Portugal,2021-07-23,18-24,16.6,9.68,0.0
Portugal,2021-07-23,25-49,73.14,41.02,0.0
Portugal,2021-07-23,50-59,92.62,81.86,0.0
Portugal,2021-07-23,60-69,99.74,90.76,0.0
Portugal,2021-07-23,70-79,103.68,98.74,0.0
Portugal,2021-07-23,80+,100.74,97.06,0.0
Portugal,2021-07-30,10-14,0.18,0.06,0.0
Portugal,2021-07-30,15-17,1.7,1.0,0.0
Portugal,2021-07-30,18-24,21.85,12.62,0.0
Portugal,2021-07-30,25-49,76.89,51.61,0.0
Portugal,2021-07-30,50-59,93.98,86.11,0.0
Portugal,2021-07-30,60-69,100.61,94.02,0.0
Portugal,2021-07-30,70-79,104.3,100.31,0.0
Portugal,2021-07-30,80+,101.2,97.49,0.0
Portugal,2021-08-06,0-4,0.0,0.0,0.0
Portugal,2021-08-06,10-14,0.34,0.07,0.0
Portugal,2021-08-06,15-17,2.91,1.07,0.0
Portugal,2021-08-06,18-24,35.05,19.94,0.0
Portugal,2021-08-06,25-49,80.04,63.06,0.0
Portugal,2021-08-06,5-9,0.0,0.0,0.0
Portugal,2021-08-06,50-59,95.17,89.08,0.0
Portugal,2021-08-06,60-69,101.37,95.28,0.0
Portugal,2021-08-06,70-79,104.85,100.93,0.0
Portugal,2021-08-06,80+,101.64,97.8,0.0
Portugal,2021-08-13,0-4,0.0,0.0,0.0
Portugal,2021-08-13,10-14,0.73,0.07,0.0
Portugal,2021-08-13,15-17,46.94,1.2,0.0
Portugal,2021-08-13,18-24,55.49,30.63,0.0
Portugal,2021-08-13,25-49,83.94,70.17,0.0
Portugal,2021-08-13,5-9,0.0,0.0,0.0
Portugal,2021-08-13,50-59,96.17,90.41,0.0
Portugal,2021-08-13,60-69,101.88,95.9,0.0
Portugal,2021-08-13,70-79,105.2,101.27,0.0
Portugal,2021-08-13,80+,101.93,98.06,0.0
Portugal,2021-08-20,10-14,24.17,0.16,0.0
Portugal,2021-08-20,15-17,65.6,1.56,0.0
Portugal,2021-08-20,18-24,74.97,40.28,0.0
Portugal,2021-08-20,25-49,87.59,74.54,0.0
Portugal,2021-08-20,5-9,0.0,0.0,0.0
Portugal,2021-08-20,50-59,96.98,91.17,0.0
Portugal,2021-08-20,60-69,102.27,96.18,0.0
Portugal,2021-08-20,70-79,105.49,101.45,0.0
Portugal,2021-08-20,80+,102.18,98.23,0.0
Portugal,2021-08-27,0-4,0.0,0.0,0.0
Portugal,2021-08-27,10-14,41.38,0.32,0.0
Portugal,2021-08-27,15-17,79.92,2.55,0.0
Portugal,2021-08-27,18-24,84.14,45.96,0.0
Portugal,2021-08-27,25-49,90.84,76.94,0.0
Portugal,2021-08-27,50-59,97.86,91.64,0.0
Portugal,2021-08-27,60-69,102.71,96.39,0.0
Portugal,2021-08-27,70-79,105.82,101.6,0.0
Portugal,2021-08-27,80+,102.46,98.37,0.0
Portugal,2021-09-03,0-4,0.0,0.0,0.0
Portugal,2021-09-03,10-14,46.45,0.6,0.0
Portugal,2021-09-03,15-17,85.17,36.55,0.0
Portugal,2021-09-03,18-24,87.56,58.96,0.0
Portugal,2021-09-03,25-49,92.46,79.37,0.0
Portugal,2021-09-03,5-9,0.0,0.0,0.0
Portugal,2021-09-03,50-59,98.71,91.98,0.0
Portugal,2021-09-03,60-69,103.18,96.58,0.0
Portugal,2021-09-03,70-79,106.19,101.73,0.0
Portugal,2021-09-03,80+,102.76,98.49,0.0
Portugal,2021-09-10,0-4,0.0,0.0,0.0
Portugal,2021-09-10,10-14,49.02,20.28,0.0
Portugal,2021-09-10,15-17,87.6,56.42,0.0
Portugal,2021-09-10,18-24,89.37,69.12,0.0
Portugal,2021-09-10,25-49,93.27,81.28,0.0
Portugal,2021-09-10,50-59,99.03,92.21,0.0
Portugal,2021-09-10,60-69,103.38,96.69,0.0
Portugal,2021-09-10,70-79,106.34,101.82,0.0
Portugal,2021-09-10,80+,102.88,98.58,0.0
Portugal,2021-09-17,0-4,0.0,0.0,0.0
Portugal,2021-09-17,10-14,50.67,35.93,0.0
Portugal,2021-09-17,15-17,89.07,71.45,0.0
Portugal,2021-09-17,18-24,90.64,75.94,0.0
Portugal,2021-09-17,25-49,93.89,83.29,0.0
Portugal,2021-09-17,50-59,99.25,92.59,0.01
Portugal,2021-09-17,60-69,103.51,96.95,0.01
Portugal,2021-09-17,70-79,106.44,102.01,0.0
Portugal,2021-09-17,80+,102.97,98.72,0.0
Portugal,2021-09-24,0-4,0.0,0.0,0.0
Portugal,2021-09-24,10-14,51.41,41.07,0.0
Portugal,2021-09-24,15-17,89.72,76.4,0.0
Portugal,2021-09-24,18-24,91.63,78.37,0.0
Portugal,2021-09-24,25-49,94.42,84.27,0.01
Portugal,2021-09-24,50-59,99.43,92.91,0.01
Portugal,2021-09-24,60-69,103.63,97.21,0.02
Portugal,2021-09-24,70-79,106.53,102.21,0.01
Portugal,2021-09-24,80+,103.06,98.88,0.0
Portugal,2021-10-01,10-14,51.82,43.18,0.0
